compound_id,canonical_smiles,measured_solubility_logs,molecular_weight,logp,tpsa,hbd,hba,rotatable_bonds,ring_count,heavy_atom_count,num_aromatic_rings,num_aliphatic_rings,num_heteroatoms,fraction_csp3,molar_refractivity,ro5_violations,ro5_compliant
"1,1,1,2-Tetrachloroethane",ClCC(Cl)(Cl)Cl,-2.18,167.85,2.5954,0.0,0,0,0,0,6,0,0,4,1.0,31.01,0,True
1-Butanol,CCCCO,0.0,74.123,0.7788,20.23,1,1,2,0,5,0,0,1,1.0,21.9938,0,True
Siduron,CC1CCCCC1NC(=O)Nc1ccccc1,-4.11,232.327,3.3868,41.13,2,1,2,2,17,1,1,3,0.5,70.0164,0,True
"1,3,5-Trichlorobenzene",Clc1cc(Cl)cc(Cl)c1,-4.48,181.449,3.6468,0.0,0,0,0,1,9,1,0,3,0.0,41.472,0,True
Furfural,O=Cc1ccco1,-0.1,96.085,1.0921,30.21,0,2,1,1,7,1,0,2,0.0,24.0955,0,True
3-Methylbutan-1-ol,CC(C)CCO,-0.51,88.15,1.0248,20.23,1,1,2,0,6,0,0,1,1.0,26.5408,0,True
piperonal,O=Cc1ccc2c(c1)OCO2,-1.63,150.133,1.2278,35.53,0,3,1,2,11,1,1,3,0.125,37.9525,0,True
2-Methylpropene,C=C(C)C,-2.33,56.108,1.5824,0.0,0,0,0,0,4,0,0,0,0.5,20.488,0,True
Benzaldehyde,O=Cc1ccccc1,-1.19,106.124,1.4991,17.07,0,1,1,1,8,1,0,1,0.0,31.8295,0,True
"2,3-Dimethyl-1,3-Butadiene",C=C(C)C(=C)C,-2.4,82.146,2.1386,0.0,0,0,1,0,6,0,0,0,0.3333,29.628,0,True
Benfuracarb,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,-4.71,410.536,4.0575,68.31,0,7,8,2,28,1,1,8,0.6,109.323,0,True
RTI 10,CN1C(=O)c2cccnc2Oc2ccccc21,-3.672,226.235,2.4639,42.43,0,3,0,3,17,2,1,4,0.0769,63.4865,0,True
Fluorene ,c1ccc2c(c1)Cc1ccccc1-2,-5.0,166.223,3.2578,0.0,0,0,0,3,13,2,1,0,0.0769,54.684,0,True
Methylcyclohexane ,CC1CCCCC1,-3.85,98.189,2.5866,0.0,0,0,0,1,7,0,1,0,1.0,32.249,0,True
sulfaguanidine,N=C(N)NS(=O)(=O)c1ccc(N)cc1,-1.99,214.25,-0.5594,122.06,4,4,2,1,14,1,0,7,0.0,53.09,0,True
Methylparaben,COC(=O)c1ccc(O)cc1,-1.827,152.149,1.1788,46.53,1,3,1,1,11,1,0,3,0.125,39.4463,0,True
2-Methyltetrahydrofurane,CC1CCCO1,0.11,86.134,1.1853,9.23,0,1,0,1,6,0,1,1,1.0,24.648,0,True
Santonin,CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O,-3.09,246.306,2.4196,43.37,0,3,0,3,18,0,3,3,0.6,66.722,0,True
Salicin,OCc1ccccc1OC1OC(CO)C(O)C(O)C1O,-0.85,286.28,-1.6424,119.61,5,7,4,2,20,1,1,7,0.5385,66.76,0,True
1-Iodopropane,CCCI,-2.29,169.993,1.8314,0.0,0,0,1,0,4,0,0,1,1.0,29.178,0,True
Ametryn,CCNc1nc(NC(C)C)nc(SC)n1,-3.04,227.337,1.8456,62.73,2,6,5,1,15,1,0,6,0.6667,64.5304,0,True
1-Propanol,CCCO,0.62,60.096,0.3887,20.23,1,1,1,0,4,0,0,1,1.0,17.3768,0,True
Hydroxyprogesterone-17a,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-3.817,330.468,3.8384,54.37,1,3,1,4,24,0,4,3,0.8095,92.3408,0,True
2-Pentanol,CCCC(C)O,-0.29,88.15,1.1673,20.23,1,1,2,0,6,0,0,1,1.0,26.5888,0,True
benzoin,O=C(c1ccccc1)C(O)c1ccccc1,-2.85,212.248,2.6029,37.3,1,2,3,2,16,2,0,2,0.0714,62.1743,0,True
"2,4-Dimethylphenol",Cc1ccc(O)c(C)c1,-1.19,122.167,2.009,20.23,1,1,0,1,9,1,0,1,0.25,37.5808,0,True
m-Chloronitrobenzene ,O=[N+]([O-])c1cccc(Cl)c1,-2.77,157.556,2.2482,43.14,0,2,1,1,10,1,0,4,0.0,38.1064,0,True
ampyrone,Cc1c(N)c(=O)n(-c2ccccc2)n1C,-0.624,203.245,1.0666,52.95,1,2,1,2,15,2,0,4,0.1818,60.1594,0,True
"2,2',4,5'-PCB",Clc1ccc(-c2cc(Cl)ccc2Cl)c(Cl)c1,-6.57,291.992,5.9672,0.0,0,0,1,2,16,2,0,4,0.0,71.918,1,True
"Hexachloro-1,3-butadiene",ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,-4.92,260.762,4.7574,0.0,0,0,1,0,10,0,0,6,0.0,49.17,0,True
Terbutryn,CCNc1nc(NC(C)(C)C)nc(SC)n1,-4.0,241.364,2.2357,62.73,2,6,4,1,16,1,0,6,0.7,69.1474,0,True
3-Methyl-2-pentanol,CCC(C)CCO,-0.71,102.177,1.4149,20.23,1,1,3,0,7,0,0,1,1.0,31.1578,0,True
2-methylpteridine,Cc1ncc2nccnc2n1,-0.12,146.153,0.7282,51.56,0,4,0,2,11,2,0,4,0.1429,39.865,0,True
Danazol,C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,-5.507000000000001,337.463,4.221,46.26,1,3,0,5,25,1,4,3,0.6818,96.3528,0,True
1-Iodobutane,CCCCI,-2.96,184.02,2.2215,0.0,0,0,2,0,5,0,0,1,1.0,33.795,0,True
2-Bromonapthalene,Brc1ccc2ccccc2c1,-4.4,207.07,3.6023,0.0,0,0,0,2,11,2,0,1,0.0,51.648,0,True
"Digoxin (L1=41,8mg/mL, L2=68,2mg/mL, Z=40,1mg/mL)",CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,-4.081,780.949,2.2181,203.06,6,14,7,8,55,0,8,14,0.9268,192.6108,3,False
Benzyltrifluoride,FC(F)(F)c1ccccc1,-2.51,146.111,2.7054,0.0,0,0,0,1,10,1,0,3,0.1429,31.444,0,True
Dihexyl phthalate,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,-6.144,334.456,5.1608,52.6,0,4,12,1,24,1,0,4,0.6,95.291,1,True
Dibenzothiophene,c1ccc2c(c1)sc1ccccc12,-4.38,184.263,4.0545,0.0,0,1,0,3,13,3,0,1,0.0,59.331,0,True
"2,3',4,4'-PCB",Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1,-7.8,326.437,6.6206,0.0,0,0,1,2,17,2,0,5,0.0,76.928,1,True
"2,2',3,3',4,4'-PCB",Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,-8.01,360.882,7.274,0.0,0,0,1,2,18,2,0,6,0.0,81.938,1,True
Warfarin,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,-3.893,308.333,3.6096,67.51,1,4,4,3,23,3,0,4,0.1579,87.7318,0,True
hydrobenzoin,OC(c1ccccc1)C(O)c1ccccc1,-1.93,214.264,2.4536,40.46,2,2,3,2,16,2,0,2,0.1429,62.8036,0,True
Dimethyl phthalate,COC(=O)c1ccccc1C(=O)OC,-1.66,194.186,1.2598,52.6,0,4,2,1,14,1,0,4,0.2,49.121,0,True
Ethyl octanoate,CCCCCCCC(=O)OCC,-3.39,172.268,2.91,26.3,0,2,7,0,12,0,0,2,0.9,50.009,0,True
Diethyldisulfide,CCSSCC,-2.42,122.258,2.4076,0.0,0,2,3,0,6,0,0,2,1.0,36.264,0,True
"1,2-Diethoxyethane ",CCOCCOCC,-0.77,118.176,1.0594,18.46,0,2,5,0,8,0,0,2,1.0,32.986,0,True
"1,2,4,5-Tetrachlorobenzene",Clc1cc(Cl)c(Cl)cc1Cl,-5.56,215.894,4.3002,0.0,0,0,0,1,10,1,0,4,0.0,46.482,0,True
p-benzidine,Nc1ccc(-c2ccc(N)cc2)cc1,-2.7,184.242,2.518,52.04,2,2,1,2,14,2,0,2,0.0,60.7028,0,True
1-Heptene,C=CCCCCC,-3.73,98.189,2.7527,0.0,0,0,4,0,7,0,0,0,0.7143,34.339,0,True
Ethirimol,CCCCc1c(C)nc(NCC)[nH]c1=O,-3.028,209.293,1.8527,57.78,2,3,5,1,15,1,0,4,0.6364,62.3704,0,True
Pentobarbital,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,-2.39,226.276,1.185,75.27,2,3,4,1,16,0,1,5,0.7273,58.4774,0,True
o-Chloroaniline,Nc1ccccc1Cl,-1.52,127.574,1.9222,26.02,1,1,0,1,8,1,0,2,0.0,35.8644,0,True
3-Chloroanisole,COc1cccc(Cl)c1,-2.78,142.585,2.3486,9.23,0,1,1,1,9,1,0,2,0.1429,38.004,0,True
Pebulate,CCCCN(CC)C(=O)SCCC,-3.53,203.351,3.3716,20.31,0,2,6,0,13,0,0,3,0.9,60.3,0,True
Butyl acetate,CCCCOC=O,-1.37,102.133,0.9595,26.3,0,2,4,0,7,0,0,2,0.8,26.924,0,True
Prednisolone,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-3.18,360.45,1.5576,94.83,3,5,2,4,26,0,4,5,0.7143,95.0484,0,True
Bromodichloromethane,ClC(Cl)Br,-1.54,163.829,2.1425,0.0,0,0,0,0,4,0,0,3,1.0,24.421,0,True
adrenosterone,CC12CC(=O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O,-3.48,300.398,3.2664,51.21,0,3,0,4,22,0,4,3,0.7368,82.107,0,True
p-terphenyl,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-7.11,230.31,5.0206,0.0,0,0,2,3,18,3,0,0,0.0,77.314,1,True
p-Hydroxybenzaldehyde ,O=Cc1ccc(O)cc1,-0.96,122.123,1.2047,37.3,1,2,1,1,9,1,0,2,0.0,33.4943,0,True
Bromomethane,CBr,-0.79,94.939,1.0111,0.0,0,0,0,0,2,0,0,1,1.0,14.851,0,True
Perfluidone,Cc1cc(S(=O)(=O)c2ccccc2)ccc1NS(=O)(=O)C(F)(F)F,-3.8,379.381,3.0893,80.31,1,4,4,2,24,2,0,10,0.1429,81.6703,0,True
Coumachlor,CC(=O)CC(c1ccc(Cl)cc1)c1c(O)c2ccccc2oc1=O,-5.839,342.778,4.263,67.51,1,4,4,3,24,3,0,5,0.1579,92.7418,0,True
2-Ethylnaphthalene,CCc1ccc2ccccc2c1,-4.29,156.228,3.4022,0.0,0,0,1,2,12,2,0,0,0.1667,53.326,0,True
5-methylcytosine,Cc1c[nH]c(=O)nc1N,-1.4580000000000002,125.131,-0.3395,71.77,2,3,0,1,9,1,0,4,0.2,34.0071,0,True
"2,3,4,5,6-PCB",Clc1c(Cl)c(Cl)c(-c2ccccc2)c(Cl)c1Cl,-7.92,326.437,6.6206,0.0,0,0,1,2,17,2,0,5,0.0,76.928,1,True
benodanil,O=C(Nc1ccccc1)c1ccccc1I,-4.21,323.133,3.5435,29.1,1,1,2,2,16,2,0,3,0.0,73.5542,0,True
Riboflavin,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,-3.685,376.369,-1.7236,161.56,5,8,5,3,27,1,2,10,0.4118,95.6209,0,True
o-Fluorobromobenzene,Fc1ccccc1Br,-2.7,175.0,2.5882,0.0,0,0,0,1,8,1,0,2,0.0,34.1,0,True
"2,4-Dichlorophenol ",Oc1ccc(Cl)cc1Cl,-1.55,163.003,2.699,20.23,1,1,0,1,9,1,0,3,0.0,38.1268,0,True
Permethrin,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,-6.291,391.294,6.1133,35.53,0,3,6,3,26,2,1,5,0.2857,103.304,1,True
piroxicam,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,-4.16,331.353,1.581,99.6,2,5,2,3,23,2,1,8,0.0667,83.8063,0,True
3-Propanoyloxymethylphenytoin,CCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,-4.907,338.363,2.3927,75.71,1,4,5,3,25,2,1,6,0.2105,90.2917,0,True
Cyclopentane ,C1CCCC1,-2.64,70.135,1.9505,0.0,0,0,0,1,5,0,1,0,1.0,23.085,0,True
o-Toluidine,Cc1ccccc1N,-2.21,107.156,1.5772,26.02,1,1,0,1,8,1,0,1,0.1429,35.5914,0,True
Estragole,C=CCc1ccc(OC)cc1,-2.92,148.205,2.4237,9.23,0,1,3,1,11,1,0,1,0.2,46.895,0,True
karbutilate,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,-2.93,279.34,2.667,70.67,2,3,2,1,20,1,0,6,0.4286,78.0604,0,True
3-Methyl-1-Butene,C=CC(C)C,-2.73,70.135,1.8284,0.0,0,0,1,0,5,0,0,0,0.6,25.035,0,True
2-Hydroxypyridine,Oc1ccccn1,1.02,95.101,0.7872,33.12,1,2,0,1,7,1,0,2,0.0,25.9018,0,True
Ethane,CC,-1.36,30.07,1.0262,0.0,0,0,0,0,2,0,0,0,1.0,11.348,0,True
"1,2-Dichlorobenzene",Clc1ccccc1Cl,-3.05,147.004,2.9934,0.0,0,0,0,1,8,1,0,2,0.0,36.462,0,True
mercaptobenzothiazole,Sc1nc2ccccc2s1,-3.18,167.258,2.585,12.89,1,3,0,2,10,2,0,3,0.0,46.872,0,True
"2,2',3,3',4,4',5,5',6,6'-PCB",Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,-11.6,498.662,9.8876,0.0,0,0,1,2,22,2,0,10,0.0,101.978,1,True
Methoxsalen,COc1c2occc2cc2ccc(=O)oc12,-3.664,216.192,2.5478,52.58,0,4,1,3,16,3,0,4,0.0833,58.808,0,True
Acetamide,CC(N)=O,1.58,59.068,-0.5084,43.09,1,1,0,0,4,0,0,2,0.5,14.8684,0,True
1-Methylnaphthalene,Cc1cccc2ccccc12,-3.7,142.201,3.1482,0.0,0,0,0,2,11,2,0,0,0.0909,48.685,0,True
Napropamide,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,-3.57,271.36,3.4755,29.54,0,2,5,2,20,2,0,3,0.3529,81.966,0,True
"3,3-Dimethyl-2-butanol",CC(O)C(C)(C)C,-0.62,102.177,1.4133,20.23,1,1,0,0,7,0,0,1,1.0,31.1358,0,True
Methyl pentanoate,CCCC(=O)OCC,-1.36,116.16,1.3496,26.3,0,2,3,0,8,0,0,2,0.8333,31.541,0,True
Menadione,CC1=CC(=O)c2ccccc2C1=O,-3.03,172.183,2.0119,34.14,0,2,0,2,13,1,1,2,0.0909,48.86,0,True
Phenanthrene,c1ccc2c(c1)ccc1ccccc12,-5.26,178.234,3.993,0.0,0,0,0,3,14,3,0,0,0.0,61.454,0,True
"2,4-Dimethylpyridine",Cc1ccnc(C)c1,0.38,107.156,1.6984,12.89,0,1,0,1,8,1,0,1,0.2857,33.711,0,True
1-Nonanol,CCCCCCCCCO,-3.01,144.258,2.7293,20.23,1,1,7,0,10,0,0,1,1.0,45.0788,0,True
Dibromomethane,BrCBr,-1.17,173.835,1.7337,0.0,0,0,0,0,3,0,0,2,1.0,22.721,0,True
Dexamethasone,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.59,392.467,1.8957,94.83,3,5,2,4,28,0,4,6,0.7273,99.9444,0,True
"2,6-Dimethylnaphthalene ",Cc1ccc2cc(C)ccc2c1,-4.89,156.228,3.4566,0.0,0,0,0,2,12,2,0,0,0.1667,53.422,0,True
Butylate,CCSC(=O)N(CC(C)C)CC(C)C,-3.68,217.378,3.4735,20.31,0,2,5,0,14,0,0,3,0.9091,64.777,0,True
nitroglycerin,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],-2.22,227.085,-1.0201,157.11,0,9,8,0,15,0,0,12,1.0,37.7602,0,True
m-Nitroaniline,Nc1cccc([N+](=O)[O-])c1,-2.19,138.126,1.177,69.16,1,3,1,1,10,1,0,4,0.0,37.5088,0,True
1-Chlorobutane,CCCCCl,-2.03,92.569,2.0253,0.0,0,0,2,0,5,0,0,1,1.0,25.628,0,True
triforine,O=CNC(N1C=CN(C(NC=O)C(Cl)(Cl)Cl)C=C1)C(Cl)(Cl)Cl,-4.19,430.934,2.431,64.68,2,4,6,1,22,0,1,12,0.4,88.5134,0,True
Fluridone,Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,-4.445,329.321,4.7381,22.0,0,1,2,3,24,3,0,5,0.1053,87.557,0,True
6-aminochrysene,Nc1cc2c3ccccc3ccc2c2ccccc12,-6.2,243.309,4.7284,26.02,1,1,0,4,19,4,0,1,0.0,83.3724,0,True
Estrone,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,-3.955,270.372,3.8174,37.3,1,2,0,4,20,1,3,2,0.6111,77.7308,0,True
RTI 17,CCN1c2ccccc2N(C)C(=S)c2cccnc21,-4.706,269.373,3.3649,19.37,0,3,1,3,19,2,1,4,0.2,83.462,0,True
"1,2-Propylene oxide",CC1CO1,-0.59,58.08,0.4051,12.53,0,1,0,1,4,0,1,1,1.0,15.414,0,True
Nitrazepam,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,-3.796,281.271,2.3843,84.6,1,4,2,3,21,2,1,6,0.0667,78.6741,0,True
"1,3-diethylthiourea",CCNC(=S)NCC,-1.46,132.232,0.4903,24.06,2,1,2,0,8,0,0,3,0.8,39.9514,0,True
"2,3,5-Trichlorophenol",Oc1cc(Cl)cc(Cl)c1Cl,-2.67,197.448,3.3524,20.23,1,1,0,1,10,1,0,4,0.0,43.1368,0,True
Propyl propanoate,CCCCC(=O)OC,-1.34,116.16,1.3496,26.3,0,2,3,0,8,0,0,2,0.8333,31.541,0,True
Aniline ,Nc1ccccc1,-0.41,93.129,1.2688,26.02,1,1,0,1,7,1,0,1,0.0,30.8544,0,True
"1,5-Dimethlnapthalene",Cc1cccc2c(C)cccc12,-4.678999999999999,156.228,3.4566,0.0,0,0,0,2,12,2,0,0,0.1667,53.422,0,True
hydrochlorothiazide,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-2.63,297.745,-0.3513,118.36,3,5,1,2,17,1,1,10,0.1429,61.6364,0,True
Acenapthylene,C1=Cc2cccc3cccc1c23,-3.96,152.196,3.3236,0.0,0,0,0,3,12,2,1,0,0.0,52.876,0,True
Ethyl butyrate,CCCCCOC(=O)CC,-1.28,144.214,2.1298,26.3,0,2,5,0,10,0,0,2,0.875,40.775,0,True
Atratone,CCNc1nc(NC(C)C)nc(OC)n1,-2.084,211.269,1.1323,71.96,2,6,5,1,15,1,0,6,0.6667,59.3014,0,True
Benzo(a)pyrene,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,-8.699,252.316,5.7372,0.0,0,0,0,5,20,5,0,0,0.0,87.652,1,True
Bromoethane,CCBr,-1.09,108.966,1.4012,0.0,0,0,0,0,3,0,0,1,1.0,19.468,0,True
3-Hexyne,CCC#CCC,-1.99,82.146,1.8098,0.0,0,0,0,0,6,0,0,0,0.6667,28.358,0,True
Digitoxin,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,-5.292999999999999,764.95,3.2473,182.83,5,13,7,8,54,0,8,13,0.9268,191.221,2,False
2-Methyl-1-Butene,C=C(C)CC,-2.73,70.135,1.9725,0.0,0,0,1,0,5,0,0,0,0.6,25.105,0,True
8-quinolinol,Oc1cccc2cccnc12,-2.42,145.161,1.9404,33.12,1,2,0,2,11,2,0,2,0.0,43.4078,0,True
"1,2,3,4-Tetrahydronapthalene",c1ccc2c(c1)CCCC2,-4.37,132.206,2.5654,0.0,0,0,0,2,10,1,1,0,0.4,43.084,0,True
phenolphthalein,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,-2.9,318.328,3.5601,66.76,2,4,2,4,24,3,1,4,0.05,87.9531,0,True
"1,3,5-Tribromobenzene",Brc1cc(Br)cc(Br)c1,-5.6,314.802,3.9741,0.0,0,0,0,1,9,1,0,3,0.0,49.542,0,True
Ronnel,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-5.72,321.549,4.5429,27.69,0,4,4,1,16,1,0,8,0.25,70.403,0,True
methylthiouracil,Cc1cc(=O)[nH]c(=S)[nH]1,-2.436,142.183,0.7409,48.65,2,2,0,1,9,1,0,4,0.2,36.9844,0,True
Eugenol,C=CCc1ccc(O)c(OC)c1,-1.56,164.204,2.1293,29.46,1,2,3,1,12,1,0,2,0.2,48.5598,0,True
5-Allyl-5-isopropylbarbital,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,-1.7080000000000002,210.233,0.5709,75.27,2,3,3,1,15,0,1,5,0.5,53.7664,0,True
Pyrene,c1cc2ccc3cccc4ccc(c1)c2c34,-6.176,202.256,4.584,0.0,0,0,0,4,16,4,0,0,0.0,70.146,0,True
"1,1-Diethoxyethane ",CCOC(C)OCC,-0.43,118.176,1.4054,18.46,0,2,4,0,8,0,0,2,1.0,32.714,0,True
Clomazone,CC1(C)CON(Cc2ccccc2Cl)C1=O,-2.338,239.702,2.64,29.54,0,2,2,2,16,1,1,4,0.4167,61.735,0,True
2-Butoxyethanol,CCCCOCCO,-0.42,118.176,0.7954,29.46,1,2,5,0,8,0,0,2,1.0,32.8128,0,True
Quintozene,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-5.82,295.336,4.8618,43.14,0,2,1,1,14,1,0,8,0.0,58.1464,0,True
Androsterone,CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,-4.402,290.447,3.9591,37.3,1,2,0,4,21,0,4,2,0.9474,82.7408,0,True
Flurochloridone,O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,-4.047,312.118,3.5144,20.31,0,1,2,2,19,1,1,7,0.4167,67.648,0,True
Quinoline,c1ccc2ncccc2c1,-1.3,129.162,2.2348,12.89,0,1,0,2,10,2,0,1,0.0,41.743,0,True
methyl gallate,COC(=O)c1cc(O)c(O)c(O)c1,-1.24,184.147,0.59,86.99,3,5,1,1,13,1,0,5,0.125,42.7759,0,True
fluconazole,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,-1.8,306.276,0.7358,81.65,1,5,5,3,22,3,0,9,0.2308,70.2988,0,True
Chlorzoxazone,O=c1[nH]c2cc(Cl)ccc2o1,-2.8310000000000004,169.567,1.7745,46.0,1,2,0,2,11,2,0,4,0.0,41.8447,0,True
"2,2',3,4,4',5',6-PCB",Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,-7.92,395.327,7.9274,0.0,0,0,1,2,19,2,0,7,0.0,86.948,1,True
alloxan,O=C1NC(=O)C(=O)C(=O)N1,-1.25,142.07,-2.0785,92.34,2,4,0,1,10,0,1,6,0.0,26.6884,0,True
"1,3-Dichloropropane",ClCCCCl,-1.62,112.987,1.8541,0.0,0,0,2,0,5,0,0,2,1.0,26.057,0,True
m-Fluorobromobenzene,Fc1cccc(Br)c1,-2.67,175.0,2.5882,0.0,0,0,0,1,8,1,0,2,0.0,34.1,0,True
p-Chlorobromobenzene,Clc1ccc(Br)cc1,-3.63,191.455,3.1025,0.0,0,0,0,1,8,1,0,2,0.0,39.152,0,True
"2,3-Dimethylbutane",CC(C)C(C)C,-3.65,86.178,2.2984,0.0,0,0,1,0,6,0,0,0,1.0,29.676,0,True
1-Butene,C=CCC,-1.94,56.108,1.5824,0.0,0,0,1,0,4,0,0,0,0.5,20.488,0,True
"2,2',3,4,5,5'-PCB",Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1,-7.68,360.882,7.274,0.0,0,0,1,2,18,2,0,6,0.0,81.938,1,True
cytosine,Nc1cc[nH]c(=O)n1,-1.155,111.104,-0.6479,71.77,2,3,0,1,8,1,0,4,0.0,29.2701,0,True
"1,1,2-Trichlorotrifluoroethane",FC(F)(Cl)C(F)(Cl)Cl,-3.04,187.375,2.9189,0.0,0,0,1,0,8,0,0,6,1.0,26.345,0,True
Propionitrile,CCC#N,0.28,55.08,0.92,23.79,0,1,0,0,4,0,0,1,0.6667,15.904,0,True
"O,P'-DDD",Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,-6.51,320.046,5.929,0.0,0,0,3,2,18,2,0,4,0.1429,80.241,1,True
o-Nitroanisole,COc1ccccc1[N+](=O)[O-],-1.96,153.137,1.6034,52.37,0,3,2,1,11,1,0,4,0.1429,39.6484,0,True
Prasterone,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,-4.12,288.431,3.8792,37.3,1,2,0,4,21,0,4,2,0.8421,82.7168,0,True
Procymidone,CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,-4.8,284.142,3.2829,37.38,0,2,1,3,18,1,2,5,0.3846,69.786,0,True
Benzo[ghi]perylene,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-9.018,276.338,6.3282,0.0,0,0,0,6,22,6,0,0,0.0,96.344,1,True
Dinoseb,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,-3.38,240.215,2.7221,106.51,1,5,4,1,17,1,0,7,0.4,60.1216,0,True
meconin,COC1=C(OC)C2C(=O)OCC2C=C1,-1.899,196.202,0.8498,44.76,0,4,2,2,14,0,2,4,0.5,48.123,0,True
Glycerol,OCC(O)CO,1.12,92.094,-1.6681,60.69,3,3,2,0,6,0,0,3,1.0,20.1784,0,True
Guaiacol,COc1ccccc1O,-1.96,124.139,1.4008,29.46,1,2,1,1,9,1,0,2,0.1429,34.6588,0,True
chlorpyrifos,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,-5.67,350.591,4.7181,40.58,0,5,6,1,18,1,0,9,0.4444,77.432,0,True
9-Methylanthracene,Cc1c2ccccc2cc2ccccc12,-5.89,192.261,4.3014,0.0,0,0,0,3,15,3,0,0,0.0667,66.191,0,True
Antipyrene,Cc1cc(=O)n(-c2ccccc2)n1C,0.715,188.23,1.4844,26.93,0,1,1,2,14,2,0,3,0.1818,55.747,0,True
Methyl butyl ether ,CCCCOC,-0.99,88.15,1.4329,9.23,0,1,3,0,6,0,0,1,1.0,26.784,0,True
7-methylpteridine,Cc1cnc2cncnc2n1,-0.8540000000000001,146.153,0.7282,51.56,0,4,0,2,11,2,0,4,0.1429,39.865,0,True
simazine,CCNc1nc(Cl)nc(NCC)n1,-4.55,201.661,1.3886,62.73,2,5,4,1,13,1,0,6,0.5714,53.1644,0,True
"N,N-Dimethylacetamide",CC(=O)N(C)C,1.11,87.122,0.0945,20.31,0,1,0,0,6,0,0,2,0.75,24.368,0,True
Simetryn,CSc1nc(N(C)C)nc(N(C)C)n1,-2.676,213.31,0.7255,45.15,0,6,3,1,14,1,0,6,0.625,60.262,0,True
Ethylene,C=C,-0.4,28.054,0.8022,0.0,0,0,0,0,2,0,0,0,0.0,11.254,0,True
"3,3-Dimethyl-1-butanol",CC(C)(C)CCO,-0.5,102.177,1.4149,20.23,1,1,1,0,7,0,0,1,1.0,31.1578,0,True
