compound_id,canonical_smiles,heavy_atom_count,homo_ev,lumo_ev,gap_ev,dipole_moment_debye,polarizability_bohr3,heat_capacity_cv
QM9_03588,CN1C=NC2CC1C2=O,9,-5.728,-0.5306,5.1947,4.3403,73.97,28.992
QM9_03589,C#CC12CC1CCC2=O,9,-6.4926,-0.4218,6.0681,3.4245,79.59,31.191
QM9_03590,CC1(C)C2CC3CC1N32,9,-5.9239,2.1769,8.1036,1.6998,84.16,32.839
QM9_03591,O=C1C2C(O)C1C21CO1,9,-6.7566,0.1143,6.8709,4.8928,65.94,29.103
QM9_03592,CCC1(OCCO)CC1,9,-6.8954,2.098,8.9934,2.0382,82.52,38.49
QM9_03593,CCC1COC(C)C1,8,-6.4437,2.2667,8.7131,1.608,78.48,33.204
QM9_03594,CC(C)CNC(=O)C=O,9,-6.811,-2.049,4.762,2.3604,78.05,36.634
QM9_03595,CCOC(C)C#CC=O,9,-7.2273,-1.6463,5.5811,3.9853,85.74,36.649
QM9_03596,O=CC1COC(=O)C1O,9,-7.426,-1.2408,6.1851,1.5437,61.76,29.366
QM9_03597,C1C2CC3C4CC3(O2)C14,9,-6.7375,2.2068,8.9444,1.447,77.78,26.226
QM9_03598,CC1CC1n1ccnn1,9,-6.9171,0.0136,6.9335,4.4205,77.16,29.852
QM9_03599,C#CC1C2CCC1C2=O,9,-6.4627,-0.2694,6.1933,2.4725,77.98,29.973
QM9_03600,C#CC(C#N)(C#N)C=O,9,-8.324,-2.3293,5.9947,4.5851,66.85,30.468
QM9_03601,O=C1CC(O)C(=O)CN1,9,-6.9525,-1.2789,5.6736,2.9488,65.56,30.353
QM9_03602,CC12CCC3C1N3CC2,9,-5.9675,2.1769,8.1444,1.585,83.49,31.452
QM9_03603,O=CC12CC3CC1C32O,9,-6.5198,-0.4054,6.1144,4.6343,74.56,30.054
QM9_03604,N=c1cnocnc1=O,9,-7.377,-2.5252,4.8518,3.5678,65.83,25.948
QM9_03605,CNc1ccc(C)cn1,9,-5.2981,-0.2041,5.094,1.7002,90.27,32.929
QM9_03606,CC(O)C1(CO)CCC1,9,-6.9008,1.8749,8.7757,2.6212,81.09,38.971
QM9_03607,N#CCC(CO)OC=N,9,-7.4913,0.1986,7.6927,3.6377,71.33,33.677
QM9_03608,CCOC(=N)COC=O,9,-7.5049,-0.1578,7.3471,3.9497,71.91,34.009
QM9_03609,CC#Cc1c[nH]c(C)n1,9,-5.4151,0.4463,5.8613,3.3667,90.57,32.705
QM9_03610,CC(O)C(O)CN1CC1,9,-6.4464,2.0327,8.4791,1.1432,79.38,38.458
QM9_03611,C1=CC2CCCC2C1,8,-6.3593,0.8517,7.211,0.1489,78.43,27.163
QM9_03612,C1C2C3CC1N1CC1C23,9,-5.8205,2.4109,8.2314,1.4199,80.15,27.329
QM9_03613,CC1CC1C(O)C1CC1,9,-6.8763,2.0,8.8764,1.4609,85.88,37.993
QM9_03614,COC(C)C1(C)CC1O,9,-5.9511,2.0327,7.9838,2.8021,82.45,39.724
QM9_03615,CC1=CC(O)C(C)OC1,9,-6.5035,0.3674,6.8709,2.0973,81.64,35.738
QM9_03616,CC1(O)CC(=O)C12CC2,9,-6.3783,-0.4762,5.9021,3.3548,76.93,34.913
QM9_03617,CC1C2N=COC12CO,9,-6.6314,0.283,6.9171,1.8819,70.96,31.682
QM9_03618,COCCC(C=O)C=O,9,-6.9852,-1.5919,5.3933,2.8103,75.49,35.523
QM9_03619,CC1N2C(CO)CC12C,9,-6.2423,1.9783,8.2206,2.8831,82.53,36.805
QM9_03620,O=C1NC=C2CC3C1C23,9,-5.8722,-0.6585,5.2137,2.4792,76.09,26.742
QM9_03621,COC(C)CC(C)C,8,-6.7484,2.1715,8.9226,1.0119,82.46,38.804
QM9_03622,Cn1ccc2occc21,9,-5.0151,0.4816,5.4994,2.6197,78.33,27.947
QM9_03623,C#CC(O)C(C)CCC,9,-7.1539,0.8898,8.0437,1.3349,88.7,41.53
QM9_03624,CC(O)C1C2OCOC21,9,-6.6695,1.9728,8.6423,2.2738,70.83,32.429
QM9_03625,CC(C)C#CCC(C)C,9,-6.5198,1.5946,8.1117,0.1384,99.35,42.595
QM9_03626,CN=COC(C)(C)C,8,-6.5498,0.9007,7.4478,3.1018,79.95,36.931
QM9_03627,N#CC1C(O)CC1O,8,-7.4967,0.3456,7.8423,2.5346,60.68,28.829
QM9_03628,O=c1nccccn1,8,-6.9797,-2.6504,4.3293,5.6824,63.09,22.28
QM9_03629,N#C[C-](C#N)C(N)=[NH2+],8,-6.3375,-0.868,5.4695,7.6934,66.86,28.883
QM9_03630,N#CCN(C=N)C=N,8,-6.909,-0.7347,6.1743,3.1734,67.33,27.889
QM9_03631,OCC1CC2C3OC3C12,9,-6.7811,1.7851,8.5661,2.5696,73.63,30.882
QM9_03632,C1C2NC2C23CC(C2)N13,9,-5.6491,1.9619,7.611,1.1794,79.25,27.749
QM9_03633,CC1OC2CN3C1CC23,9,-5.8532,2.264,8.1172,0.4002,77.31,29.351
QM9_03634,COC12CC1CC1CC12,9,-6.3593,2.117,8.4763,1.3202,80.97,32.65
QM9_03635,C#CC(C#N)(C#N)CO,9,-8.4736,-0.4599,8.0138,5.6371,68.47,32.976
QM9_03636,COC1C2COCC21,8,-6.3049,2.049,8.3539,2.2316,67.72,27.925
QM9_03637,C1OC1C1CC2CC21,8,-6.8056,2.3837,9.1893,1.8051,71.49,27.36
QM9_03638,CC1C2CC3N1C23C,8,-6.2314,2.6395,8.8709,1.6097,75.01,29.194
QM9_03639,N=C1NC(=O)CC1CO,9,-6.9743,-0.4952,6.4818,1.5225,71.46,30.558
QM9_03640,CC1C2C3C(O)C2(C)C13,9,-6.7375,1.9973,8.7349,1.5787,82.98,34.418
QM9_03641,C#CC1CCC2CC12O,9,-6.8246,1.3388,8.1634,0.831,80.5,33.604
QM9_03642,O=CC1(O)C(=O)C2NC21,9,-6.5933,-1.7334,4.8572,4.8297,64.28,29.168
QM9_03643,O=C1NC2CCOC12,8,-6.4056,0.566,6.9688,4.4706,60.66,24.602
QM9_03644,CC1=CC(C)C2OCC12,9,-6.3266,0.6395,6.9661,1.7663,84.57,33.04
QM9_03645,CN=c1[nH]ncnc1F,9,-6.2641,-1.7987,4.4654,2.7511,70.49,27.911
QM9_03646,N=c1nn[nH]nc1N,8,-5.9892,-1.2925,4.6994,3.2007,63.56,24.899
QM9_03647,CC1=C(C)CC=CC=C1,9,-5.5865,-0.6422,4.9443,0.6146,95.49,34.567
QM9_03648,OC1CC23CC(O2)C13,8,-6.5035,1.6191,8.1226,2.649,65.44,25.739
QM9_03649,C1CC23OC4CC12CC43,9,-5.9076,2.2395,8.1444,1.4508,77.81,27.701
QM9_03650,CCC1=CC2OC3C1C23,9,-6.0355,0.1524,6.1879,1.6627,80.42,30.296
QM9_03651,O=C1CC2CC3(CN3)C12,9,-6.2668,-0.4871,5.7797,4.2598,76.63,29.923
QM9_03652,COC1OCCC1(C)O,9,-6.909,1.8939,8.8029,1.742,74.75,36.369
QM9_03653,N#CC12OC(=N)C1C2O,9,-7.7144,-0.9959,6.7185,1.8702,66.68,28.422
QM9_03654,NC1=C(C=O)C2OC2C1,9,-5.9266,-1.0177,4.9089,6.2545,75.24,30.609
QM9_03655,CC(=O)CC1C2CN1C2,9,-6.1988,-0.381,5.8178,1.8878,80.05,32.383
QM9_03656,OC1C2C3C=CCN2C13,9,-5.8641,0.3973,6.2586,1.0436,76.73,28.842
QM9_03657,COC1CC2(O)C(C)C12,9,-6.5117,2.1007,8.6124,1.2471,79.5,36.231
QM9_03658,CCCC1(C(C)=O)CC1,9,-6.5144,-0.2177,6.2967,2.7308,86.51,38.61
QM9_03659,CC12CN(CC1=NO)C2,9,-6.1824,0.4544,6.6369,1.1395,78.87,32.166
QM9_03660,N#CC1(O)C=CCOC1,9,-7.4314,-0.4789,6.9552,4.1044,71.08,30.844
QM9_03661,CN1CC2(O)C(O)CC12,9,-6.0681,1.9565,8.0246,1.0208,75.67,34.505
QM9_03662,COC(C(C)C)C1CC1,9,-6.694,2.1252,8.8192,1.043,88.84,40.498
QM9_03663,Cc1ccc(F)c(F)c1,9,-6.4491,-0.3102,6.1389,2.4546,71.89,29.138
QM9_03664,C1=NCc2oncc2O1,9,-6.5443,-0.7048,5.8368,1.8161,63.99,23.591
QM9_03665,C#CC1OC(=O)C1(C)C,9,-7.3171,0.1279,7.445,3.9901,74.64,33.985
QM9_03666,O=C1COc2cc[nH]c21,9,-5.9103,-0.9197,4.9906,3.19,72.23,25.862
QM9_03667,CC1(C)C=CCOC1=O,9,-7.0641,0.1415,7.2056,3.9525,77.59,33.396
QM9_03668,CC1=CC2(CC2)OC1,8,-5.5811,0.6177,6.1988,1.645,77.09,29.504
QM9_03669,CC12C=CC(C1)C2C#N,9,-6.6695,-0.2395,6.4301,4.145,80.26,30.815
QM9_03670,N#CC#CC1=CCCC1,9,-6.7511,-1.8123,4.9389,5.9754,98.84,29.77
QM9_03671,CC1(O)CC(O)C1,7,-6.8001,2.0817,8.8818,0.459,60.22,29.349
QM9_03672,C1=CC2(C3CN3)NC2C1,9,-6.0028,0.4952,6.4981,2.6551,80.63,30.03
QM9_03673,OCC1CC2OCOC12,9,-6.9008,1.9592,8.8627,1.0779,70.21,30.743
QM9_03674,C1CN=C2OCOC2C1,9,-6.6668,0.5497,7.2165,2.4714,72.42,27.939
QM9_03675,OCC12CC3C1CCC32,9,-7.1457,2.0028,9.1485,1.3957,82.3,31.522
QM9_03676,CCN=COCC,7,-6.5906,0.8844,7.475,2.8623,68.65,30.067
QM9_03677,O=C1NCC(O)C1CO,9,-6.7267,0.6504,7.3797,6.1123,68.32,32.516
QM9_03678,O=C1NC2C=CCOC12,9,-6.5906,-0.1116,6.479,4.8319,70.78,27.987
QM9_03679,NC(N)=Nc1ncno1,9,-6.1715,-0.6177,5.5566,5.4881,71.69,29.009
QM9_03680,Cc1cc(=N)nc(O)[nH]1,9,-5.5892,-0.1633,5.426,5.2416,77.37,30.797
QM9_03681,CCc1c(O)n[nH]c1O,9,-5.6926,1.2354,6.928,1.7729,70.79,33.763
QM9_03682,CC1=CCC2C(O)CC12,9,-6.3158,0.6259,6.9389,1.7477,83.61,33.176
QM9_03683,C1=CC2OC3C1C=CC23,9,-6.2069,-0.2095,5.9974,1.7695,75.18,25.684
QM9_03684,OC12CC=CC1C=CC2,9,-6.4083,0.4816,6.8899,1.3465,80.06,30.765
QM9_03685,C#CC(C)(C)CC1CO1,9,-7.0586,1.5293,8.5879,1.5217,84.9,38.185
QM9_03686,CC12CC3CC1OCC32,9,-6.362,2.4218,8.7838,1.5245,80.57,30.038
QM9_03687,CC(C)C1C2OC1C2C,9,-6.3539,2.3266,8.6804,1.8125,86.17,36.79
QM9_03688,C#CC1(CO)CN=CO1,9,-7.0586,0.2449,7.3035,0.2424,70.6,31.552
QM9_03689,OC1CCC12CN2,7,-6.5307,1.9674,8.4981,1.4489,60.66,25.769
QM9_03690,Cc1coc(=O)c(O)n1,9,-6.46,-1.8477,4.6123,2.4392,69.06,28.355
QM9_03691,CC(C)C(O)C1CC1O,9,-6.8409,1.6327,8.4736,2.7254,81.77,39.555
QM9_03692,c1nnnnc1C1CO1,9,-7.1158,-2.5824,4.5334,4.5566,66.57,25.321
QM9_03693,CC1C(CO)C2NC12C,9,-6.0056,1.7878,7.7961,2.6955,82.01,37.137
QM9_03694,C#CC(C)C1C2COC21,9,-6.5035,1.5483,8.0518,1.9482,80.89,33.548
QM9_03695,C#CCC1CC1CCC,9,-6.9362,1.5891,8.5226,0.8943,93.07,38.897
QM9_03696,COCc1cc(C)[nH]n1,9,-6.2695,0.7129,6.9824,1.8971,80.47,33.358
QM9_03697,CCC1C(CO)N2CC12,9,-6.4818,1.8422,8.324,2.6402,81.05,35.547
QM9_03698,CC1(C(=O)[O-])CC[NH2+]C1,9,-6.7375,0.8299,7.5675,5.7378,74.05,32.665
QM9_03699,N#CC12C3CC4C3C1N42,9,-6.9933,0.2014,7.1947,5.2214,73.33,25.168
QM9_03700,CC1OC2(C)C(O)C12,8,-6.2396,2.0653,8.3049,1.7643,67.84,31.016
QM9_03701,CCc1ccc(N)cc1,9,-5.2654,0.2422,5.5076,1.4832,92.56,33.928
QM9_03702,CC1(O)CCOC=NC1,9,-6.4709,0.5279,6.9988,1.8301,76.08,34.411
QM9_03703,CC1C=CNC(=O)C1C,9,-5.8831,-0.0789,5.8042,2.8924,80.84,34.069
QM9_03704,COC1(CO)COC1=N,9,-6.7049,0.1605,6.8654,1.594,68.99,33.422
QM9_03705,C#CCCOCC(C)C,9,-6.9824,1.4966,8.4818,0.9494,89.88,40.363
QM9_03706,CC(C#N)CC1(C)CC1,9,-7.5974,1.064,8.6587,4.2082,86.62,37.614
QM9_03707,CCOc1nc(N)n[nH]1,9,-5.4532,1.2817,6.7348,2.1455,71.57,32.356
QM9_03708,CC12OC1C1CN1C2=O,9,-6.7158,-0.7265,5.9892,3.596,68.32,28.71
QM9_03709,N=C1OC2C=CCC1C2,9,-6.7566,-0.0544,6.7022,2.9733,76.37,27.816
QM9_03710,CC1CC(C=O)(CO)C1,9,-6.8981,-0.8599,6.0382,3.2017,79.45,35.934
QM9_03711,COC1CCOC(=N)C1,9,-6.9498,0.5333,7.4831,2.4688,77.57,32.989
QM9_03712,CC1(C2CO2)OC1CO,9,-7.0913,1.8531,8.9444,3.0035,71.89,34.55
QM9_03713,C#CCC(O)C(C)C,8,-6.9335,1.3687,8.3022,1.7579,77.36,36.737
QM9_03714,CC1C(=O)C=CC2CC21,9,-6.3647,-1.3034,5.0613,3.5869,82.0,31.251
QM9_03715,CCC1OC1(C)C(C)=O,9,-6.5607,-0.5225,6.0409,2.1331,80.33,38.155
QM9_03716,CC1CCCCC(=O)C1,9,-6.3484,-0.2313,6.1171,2.9167,85.51,35.309
QM9_03717,N#CC1C2COC(=N)C12,9,-7.3416,-0.0789,7.2627,5.1074,70.73,27.423
QM9_03718,CCC1OC1C(O)C=O,9,-7.3688,-1.1483,6.2232,1.847,73.57,34.851
QM9_03719,CC#CCCCOC=N,9,-6.7457,0.5959,7.3416,3.2959,88.4,36.937
QM9_03720,CCOc1ccnn1C,9,-5.6817,1.1402,6.8192,3.1311,78.82,32.923
QM9_03721,CC12CC(C1)C(O)C2=O,9,-6.3511,-0.4109,5.9402,2.2265,75.03,32.291
QM9_03722,CC1Cn2nccc2N1,9,-5.3525,1.1374,6.4899,3.6732,78.11,28.877
QM9_03723,COC1CCCCC1=O,9,-6.1906,-0.3973,5.7933,2.9275,79.29,33.835
QM9_03724,C1=CC2OC3CCC1C23,9,-6.4246,0.2177,6.6423,1.8567,77.64,27.008
QM9_03725,Nc1noc2c1CCN2,9,-5.3688,0.8245,6.1933,4.1929,72.08,28.599
QM9_03726,CC1(C#N)NC2CC1C2,9,-6.6015,0.7265,7.3253,3.4632,79.01,31.141
QM9_03727,N#CC#Cc1c[nH]cn1,9,-6.6151,-1.4476,5.1674,8.6804,87.07,26.111
QM9_03728,CC12OCC3OC1C32,8,-5.8178,2.1143,7.9321,2.0771,63.31,25.398
QM9_03729,CC1OCC12NC2(C)C,9,-6.4518,1.7415,8.1933,2.0079,82.61,37.127
QM9_03730,CC1C2CC1C(O)C2O,9,-6.9443,1.7007,8.6451,2.0987,77.27,33.716
QM9_03731,C#CC1CCC1(O)CO,9,-6.8137,1.2572,8.0709,2.127,77.57,36.207
QM9_03732,O=CN1C=NC2(CC2)C1,9,-6.3185,-0.6231,5.6926,3.6069,78.84,29.384
QM9_03733,C#CC#CC(=N)OC=O,9,-7.494,-2.2939,5.2001,4.5234,84.57,30.363
QM9_03734,C#CCc1cnn(C)n1,9,-6.8246,-0.117,6.7076,0.8265,77.14,30.717
QM9_03735,C1C2CC3(CO3)CN12,8,-6.3593,2.098,8.4573,2.0196,66.7,26.064
QM9_03736,CC12COC1(C)C2C=O,9,-6.4899,-0.5987,5.894,3.4926,78.74,34.186
QM9_03737,CC1CC=CC2(CC2)C1,9,-5.9947,0.8463,6.8409,0.2503,92.83,34.895
QM9_03738,CC(C)c1ocnc1O,9,-5.728,0.1633,5.8913,0.5016,74.78,32.99
QM9_03739,COC1CC12CC1CN12,9,-6.2804,2.1932,8.4763,1.0606,80.32,32.683
QM9_03740,N#CC1CC1C1CCO1,9,-7.0559,0.9361,7.992,5.6602,76.48,30.627
QM9_03741,CC1=CC(=O)C2COC12,9,-6.5335,-1.347,5.1865,2.7265,75.72,29.175
QM9_03742,CC1C=CCC2(C)CC12,9,-6.3811,0.7864,7.1675,0.2646,91.17,35.512
QM9_03743,CC1(C)CCCC2OC21,9,-6.9634,2.1279,9.0913,1.706,84.28,35.478
QM9_03744,Nc1cc(F)nc(=O)[nH]1,9,-6.2641,-0.8027,5.4613,8.0522,64.99,28.213
QM9_03745,O=C1NC=CCOC1=O,9,-6.5988,-1.6817,4.9171,5.2525,66.05,27.822
QM9_03746,CC(C)(C#N)C(O)C=O,9,-7.9348,-1.6545,6.2804,4.4051,72.67,36.103
QM9_03747,Oc1noc2c1OCC2,9,-5.8994,-0.0816,5.8151,2.2774,64.06,26.383
QM9_03748,N=c1[nH]c2c(o1)OCC2,9,-4.977,1.0177,5.9947,3.6827,68.85,27.15
QM9_03749,N=C1OCC2C3NC3C12,9,-6.4137,0.868,7.2818,4.0949,72.09,27.203
QM9_03750,OC1CC2CCCOC12,9,-6.2042,1.717,7.9212,2.2797,77.23,32.303
QM9_03751,CC1COC(=N)C1=O,8,-6.9716,-1.8585,5.113,4.4351,63.6,27.072
QM9_03752,COC1(C)CCCO1,8,-6.9552,2.3347,9.2927,0.5004,70.53,31.82
QM9_03753,CC12CCC1CN2C=O,9,-6.4001,0.7619,7.162,4.3844,80.77,32.58
QM9_03754,O=CC12CCN1C1CC12,9,-6.1607,-0.8055,5.3525,3.0783,75.29,29.449
QM9_03755,N=C(CO)N(C=O)C=O,9,-7.2709,-1.4068,5.8668,3.7269,66.02,32.36
QM9_03756,OC1CC2C=CC1C=C2,9,-6.2096,0.264,6.4736,1.4878,78.0,30.006
QM9_03757,CCC1CC2OCC1O2,9,-6.7675,2.2313,8.9988,1.9108,76.47,31.209
QM9_03758,CC(O)C1NC(=O)C1O,9,-6.8301,0.4599,7.2899,1.3529,68.41,35.388
QM9_03759,CC1CCC1C1(O)CC1,9,-6.3729,1.7089,8.0791,1.3981,85.52,37.422
QM9_03760,C#CC(CO)C1CCC1,9,-6.9824,1.2245,8.207,1.577,84.74,36.314
QM9_03761,CCCC1CC(=O)O1,8,-7.4287,0.3565,7.7852,4.1133,68.83,29.93
QM9_03762,N=C(CC=O)OC1CC1,9,-6.7403,-0.4354,6.3022,4.8145,74.43,33.074
QM9_03763,C1=CC23C(C1)C1C2OC13,9,-6.1443,0.1252,6.2668,2.0365,77.0,26.326
QM9_03764,CC1(C#N)COC(=N)C1,9,-7.4314,0.1714,7.6001,4.5908,73.68,31.358
QM9_03765,O=CCC1OCC12CC2,9,-6.6423,-0.5959,6.0464,3.7351,76.83,32.424
QM9_03766,OC1CCC2CN3C1C23,9,-6.1198,1.8449,7.9648,3.149,77.14,30.246
QM9_03767,C#CC(=O)N1CCC1=N,9,-7.075,-1.5211,5.5538,1.0012,76.37,30.526
QM9_03768,C#Cc1coc(OC)c1,9,-5.4804,-0.0517,5.4314,1.7544,78.89,31.034
QM9_03769,C#CCC1OCOC1=O,9,-7.3797,-0.185,7.1947,2.4367,67.03,29.666
QM9_03770,CC1N(C)C12CC1OC12,9,-6.0355,2.2313,8.2668,1.9142,79.44,33.694
QM9_03771,N#CC(=O)c1cn[nH]c1,9,-7.7471,-2.5225,5.2246,5.3919,68.43,25.639
QM9_03772,C#Cc1c[nH]cc1C#C,9,-5.8205,0.0653,5.8831,3.2265,86.35,31.2
QM9_03773,CC1C(=O)C2(O)CC12O,9,-6.2641,-0.3102,5.9539,3.63,70.12,34.394
QM9_03774,c1ccn2nncc2c1,9,-6.0573,-1.2817,4.7756,4.6983,78.04,23.555
QM9_03775,O=C1CN=C2C=CCN12,9,-6.4818,-1.3116,5.1702,3.7171,74.19,25.827
QM9_03776,CN=C(C)OCC(C)=O,9,-6.6124,-0.3048,6.3076,2.0992,79.43,37.848
QM9_03777,Nc1ncoc1CCO,9,-5.4015,0.2993,5.7008,0.8832,71.74,32.288
QM9_03778,Cc1nc[nH]c1C1CC1,9,-5.4232,0.9551,6.3783,3.5141,83.94,32.098
QM9_03779,N=c1oc(=O)occ1O,9,-6.7784,-1.3687,5.4096,3.7316,61.23,27.122
QM9_03780,CC(=O)C1CC2(O)CC12,9,-6.3076,-0.2776,6.03,1.4089,75.67,34.152
QM9_03781,C1CC23C4C5C(C2N54)N13,9,-5.8967,1.7551,7.6491,1.5383,73.51,25.035
QM9_03782,CC1(C2CN2)CCCO1,9,-6.3974,2.0708,8.4655,2.8998,80.77,34.203
QM9_03783,O=CC12CC1(O)C(=O)O2,9,-7.4233,-1.6844,5.7389,2.9237,61.39,28.908
QM9_03784,CCC(C)(CO)C(C)C,9,-7.1811,1.8803,9.0641,1.2593,91.51,44.881
QM9_03785,CC1C2CC13OCC3O2,9,-6.5198,1.4449,7.9621,0.8682,74.59,29.745
QM9_03786,CC1C2C3CC3C12CO,9,-5.6572,1.8313,7.4886,1.5029,82.03,34.662
QM9_03787,N=C(C=O)NCC(N)=O,9,-6.4518,-2.2912,4.1579,1.8787,70.29,33.194
QM9_03788,N=c1occ(N2CC2)o1,9,-5.8831,0.4735,6.3566,2.74,70.52,27.893
QM9_03789,CCCCCCC#N,8,-8.49,1.0395,9.5294,4.2679,80.61,34.431
QM9_03790,OCC1C2CCCOC12,9,-6.1933,1.8857,8.0763,0.9605,77.94,33.016
QM9_03791,CC(=NC(C)C)NC=O,9,-6.6967,-0.3265,6.3702,1.7819,87.98,38.043
QM9_03792,CCCCc1ncno1,9,-7.6981,-0.5714,7.1267,2.1808,77.87,31.62
QM9_03793,CC(=O)C1(O)C2CCC21,9,-6.2178,-0.3646,5.8504,2.194,76.44,33.963
QM9_03794,CC(O)CCC1CC1O,9,-6.811,2.0517,8.8627,2.4395,82.99,39.55
QM9_03795,O=CCc1cncnn1,9,-6.7375,-2.3075,4.43,1.9074,71.09,26.606
QM9_03796,C1COC(C2CC2)OC1,9,-7.0069,2.4681,9.475,1.6795,79.06,31.902
QM9_03797,CC(C)C1CC1C1CC1,9,-6.6205,2.3619,8.9852,0.0614,94.01,39.015
QM9_03798,N#CC(N)c1ccco1,9,-6.5035,-0.2476,6.2532,3.085,72.35,29.323
QM9_03799,CC12CCOC1C2C=O,9,-6.411,-0.5143,5.8967,3.8712,76.93,32.159
QM9_03800,C#CC1C2CC1C1OC21,9,-6.8328,1.2544,8.0845,1.8958,77.11,28.669
QM9_03801,O=C1C=CC(O)CC1O,9,-6.9906,-1.7551,5.2355,4.1978,71.73,31.64
QM9_03802,CN=C1CN=C(CN)N1,9,-6.1226,-0.0054,6.1144,2.2969,80.57,34.442
QM9_03803,CC1=CC(=N)NC(=O)C1,9,-6.8301,-1.0776,5.7552,1.9248,81.05,30.998
QM9_03804,C#CC1(O)CC1N1CC1,9,-6.1307,1.1157,7.2464,3.3352,81.05,34.229
QM9_03805,CCC1(O)C2CN3C2C31,9,-6.3702,1.7116,8.0818,3.1686,77.48,32.742
QM9_03806,CCC1C2CC3C1C23C,9,-6.3103,2.4028,8.7131,0.4379,89.69,34.822
QM9_03807,Cc1conc1C(=N)N,9,-6.5933,-0.8272,5.7661,0.7434,73.46,31.263
QM9_03808,CC(C=O)OCCCO,9,-6.9062,-0.7347,6.1715,3.8108,77.06,38.206
QM9_03809,C#CC(=N)OC(C)C=O,9,-7.0804,-1.0776,6.0028,3.268,75.07,34.055
QM9_03810,C#CC1OC(CO)C1=O,9,-6.9688,-1.3007,5.6681,1.3349,68.72,31.784
QM9_03811,CNC(=N)c1nn[nH]n1,9,-6.1226,-1.2191,4.9035,2.2845,69.84,29.132
QM9_03812,OCCC1COC12CC2,9,-6.1117,2.0272,8.1389,2.2742,79.12,35.047
QM9_03813,CCN=c1[nH]c(O)no1,9,-5.8722,0.8218,6.694,2.8972,70.49,31.614
QM9_03814,COC1(C)COC2CC21,9,-6.2586,2.3102,8.5689,1.156,77.38,34.43
QM9_03815,C#CC#CCCC(C)=O,9,-6.5389,-0.5823,5.9566,2.4422,92.22,35.845
QM9_03816,OC1C=CC(O)C2CC12,9,-6.9307,0.3374,7.2682,2.6084,76.52,32.877
QM9_03817,N=COC1C=CC2NC21,9,-6.5117,-0.185,6.3239,4.814,76.47,29.298
QM9_03818,CCC1(O)C2C3CN3C21,9,-6.0056,1.5973,7.6029,1.5341,78.21,33.991
QM9_03819,CCC1=CNC(=O)C1=O,9,-6.4899,-2.4953,3.9919,5.4996,73.67,31.237
QM9_03820,Cc1ccc(=N)on1,8,-6.4491,-1.9375,4.5116,3.665,69.87,26.116
QM9_03821,O=CC1(O)CNC(=O)C1,9,-6.8682,-1.3524,5.5157,2.4637,65.82,30.906
QM9_03822,N=C1Cc2nc[nH]c2O1,9,-5.6164,0.1333,5.7525,3.7277,68.99,25.938
QM9_03823,CC1(C)C(C=O)C1CO,9,-6.694,-0.585,6.109,3.2421,81.25,38.044
QM9_03824,C#CC1C2N=CN3C1C23,9,-6.6423,-0.4952,6.1471,1.4228,74.3,26.847
QM9_03825,CC1(C)C2OC3CN1C32,9,-5.7171,1.8776,7.5947,0.5271,77.58,31.327
QM9_03826,C#CC12C(=O)C3CC1C32,9,-6.5198,-0.0408,6.479,3.5198,77.7,28.724
QM9_03827,OCCOC=NC1CC1,9,-6.3729,0.4735,6.8464,2.5215,84.22,35.161
QM9_03828,CC12CCC3C1C3(C)C2,9,-6.5852,2.4327,9.0151,0.1764,89.09,34.51
QM9_03829,C[NH2+]C1(C(=O)[O-])CC1C,9,-6.5443,0.6313,7.1756,5.3469,75.54,35.622
QM9_03830,COc1c[nH]c(N)c1O,9,-4.9117,1.6191,6.5335,1.5538,72.36,34.925
QM9_03831,CC1=CCn2cccc21,9,-4.9661,-0.0789,4.8899,1.6783,87.42,29.539
QM9_03832,CCC(=O)N1CC1(C)C,9,-6.5144,0.4435,6.958,3.0582,84.59,38.498
QM9_03833,C#CC1CC(C)=CC1C,9,-6.3294,0.7075,7.0369,0.8505,91.25,36.464
QM9_03834,CC1OCC1NC(N)=O,9,-6.7511,1.3524,8.1036,3.5371,73.04,34.797
QM9_03835,N#Cc1ncncc1N,9,-6.7076,-2.1361,4.5715,4.279,75.28,27.35
QM9_03836,OCC1CC2C(O)CC12,9,-6.7511,1.8776,8.6287,0.8195,78.2,34.401
QM9_03837,CC(C)CCC(=O)C#N,9,-8.0246,-2.2722,5.7525,3.8253,81.53,36.979
QM9_03838,Nc1n[nH]c2c1NCC2,9,-5.0123,0.9851,5.9974,2.2144,75.48,29.742
QM9_03839,C#CC1CCC1(C)C#C,9,-6.7675,0.8327,7.5974,0.7156,88.33,36.524
QM9_03840,CC1CCC(=O)OC=N1,9,-7.045,-0.5959,6.4491,3.0649,74.78,31.215
QM9_03841,C#CC(CC#N)C1CN1,9,-6.9199,0.3946,7.3144,4.1822,78.71,33.246
QM9_03842,N#CCC1OC1CO,8,-7.6763,0.5959,8.2723,3.4906,62.18,28.823
QM9_03843,Cc1nc(N)nc(N)n1,9,-6.3484,-0.1034,6.245,1.5925,75.92,32.136
QM9_03844,CC1CC=CCCC1,8,-6.343,0.6504,6.9933,0.2534,83.32,32.064
QM9_03845,O=C1C2NC3CN1C32,8,-6.3675,-0.4544,5.913,4.6226,60.43,22.492
QM9_03846,C#CC1=CC2CCC1C2,9,-6.0001,-0.4844,5.5157,0.8572,89.93,30.428
